city,data,weather,tem_higher,tem_lower
海盐,9日（周二）,晴,7,-6℃
海盐,6日（今天）,小雨转小到中雨,6,0℃
宁波,6日（今天）,小雨转小到中雨,6,0℃
宁波,7日（明天）,中雨转小雨,7,-1℃
宁波,9日（周二）,晴,6,-3℃
宁波,10日（周三）,晴,7,-4℃
宁波,11日（周四）,晴,8,-4℃
宁波,12日（周五）,晴转多云,8,-2℃
宁波,10日（周三）,晴,7,-6℃
宁波,11日（周四）,晴,9,-4℃
宁波,12日（周五）,多云,10,-1℃
宁波,7日（明天）,中雨转小雨,7,-1℃
宁波,8日（后天）,小雨转多云,4,-3℃
宁波,9日（周二）,晴,5,-4℃
宁波,10日（周三）,晴,5,-4℃
宁波,11日（周四）,晴,7,-2℃
宁波,12日（周五）,多云转阴,8,0℃
慈溪,8日（后天）,小雨转多云,5,-4℃
慈溪,9日（周二）,晴,5,-5℃
慈溪,10日（周三）,晴,5,-5℃
慈溪,11日（周四）,晴,7,-3℃
慈溪,12日（周五）,多云,8,-1℃
慈溪,6日（今天）,小雨,8,1℃
慈溪,7日（明天）,小雨,11,0℃
慈溪,6日（今天）,小雨转小到中雨,6,0℃
慈溪,7日（明天）,中雨转小雨,7,0℃
慈溪,6日（今天）,小雨,8,0℃
余姚,8日（后天）,雨夹雪转多云,5,-3℃
余姚,9日（周二）,多云转晴,5,-3℃
余姚,10日（周三）,多云,5,-4℃
余姚,11日（周四）,多云,6,-3℃
余姚,12日（周五）,晴,8,0℃
余姚,8日（后天）,小雨转多云,5,-2℃
余姚,9日（周二）,晴,6,-4℃
余姚,10日（周三）,晴,6,-4℃
余姚,11日（周四）,晴,8,-3℃
余姚,12日（周五）,多云,9,-1℃
余姚,7日（明天）,小雨,11,0℃
余姚,8日（后天）,雨夹雪转多云,5,-3℃
余姚,9日（周二）,多云转晴,4,-3℃
余姚,10日（周三）,多云,5,-4℃
余姚,11日（周四）,多云,6,-3℃
余姚,12日（周五）,晴,8,0℃
象山,6日（今天）,小雨,9,0℃
象山,7日（明天）,小雨,11,0℃
象山,8日（后天）,雨夹雪转多云,4,-3℃
象山,6日（今天）,小雨,8,0℃
石浦,9日（周二）,多云转晴,5,-3℃
石浦,10日（周三）,多云,5,-4℃
石浦,11日（周四）,多云,6,-3℃
石浦,12日（周五）,晴转阴,8,0℃
石浦,7日（明天）,小雨,11,0℃
石浦,8日（后天）,雨夹雪转多云,4,-3℃
石浦,9日（周二）,多云转晴,5,-3℃
石浦,10日（周三）,多云,5,-4℃
石浦,11日（周四）,多云,6,-3℃
石浦,12日（周五）,晴转阴,8,-1℃
绍兴,6日（今天）,小雨,9,1℃
诸暨,7日（明天）,小雨,11,1℃
诸暨,8日（后天）,雨夹雪转多云,5,-3℃
诸暨,9日（周二）,多云转晴,4,-3℃
诸暨,10日（周三）,多云,5,-4℃
诸暨,11日（周四）,多云,6,-3℃
诸暨,12日（周五）,晴,8,0℃
上虞,6日（今天）,小雨,9,1℃
新昌,7日（明天）,小雨,11,1℃
新昌,8日（后天）,雨夹雪转多云,5,-3℃
新昌,9日（周二）,多云转晴,4,-3℃
新昌,10日（周三）,多云,5,-4℃
新昌,11日（周四）,多云,6,-3℃
新昌,12日（周五）,晴转多云,8,0℃
嵊州,6日（今天）,小雨转中雨,8,2℃
台州,7日（明天）,小雨,12,2℃
台州,8日（后天）,小雨转多云,6,-1℃
台州,9日（周二）,晴,5,-1℃
台州,10日（周三）,晴,6,-2℃
台州,11日（周四）,晴,8,-2℃
台州,12日（周五）,多云,9,0℃
台州,6日（今天）,小雨转中雨,8,2℃
台州,6日（今天）,小雨转中雨,11,3℃
台州,7日（明天）,小雨,12,2℃
台州,8日（后天）,小雨转多云,6,-1℃
括苍,6日（今天）,小雨,8,2℃
括苍,7日（明天）,小雨,14,2℃
括苍,8日（后天）,小雨转多云,6,-1℃
括苍,9日（周二）,晴,5,-1℃
括苍,7日（明天）,小雨,13,3℃
括苍,8日（后天）,小雨转多云,7,0℃
括苍,9日（周二）,晴,6,-1℃
括苍,10日（周三）,晴,7,-2℃
括苍,11日（周四）,晴,9,-2℃
括苍,12日（周五）,多云,10,0℃
括苍,6日（今天）,小雨,11,5℃
括苍,7日（明天）,小雨转中雨,14,4℃
括苍,8日（后天）,小雨转多云,8,1℃
括苍,9日（周二）,晴,7,0℃
括苍,10日（周三）,晴,8,-1℃
括苍,9日（周二）,晴,5,-1℃
括苍,10日（周三）,晴,6,-2℃
括苍,11日（周四）,晴,8,-2℃
括苍,12日（周五）,多云转阴,9,0℃
玉环,10日（周三）,晴,6,-2℃
玉环,11日（周四）,晴,8,-2℃
玉环,12日（周五）,多云,9,0℃
玉环,6日（今天）,小雨转中雨,8,2℃
玉环,7日（明天）,小雨,13,3℃
玉环,8日（后天）,小雨转多云,7,0℃
玉环,11日（周四）,晴,10,-1℃
玉环,12日（周五）,多云转阴,11,1℃
玉环,6日（今天）,小雨转中雨,8,2℃
玉环,7日（明天）,小雨,13,3℃
玉环,8日（后天）,小雨转多云,7,0℃
玉环,9日（周二）,晴,6,-1℃
玉环,10日（周三）,晴,7,-2℃
三门,9日（周二）,晴,6,-1℃
三门,10日（周三）,晴,7,-2℃
三门,11日（周四）,晴,9,-2℃
三门,12日（周五）,多云,10,0℃
三门,6日（今天）,小雨,8,3℃
三门,7日（明天）,小雨转中雨,14,3℃
三门,8日（后天）,小雨转多云,6,0℃
三门,9日（周二）,晴,7,0℃
三门,6日（今天）,小雨转中雨,9,5℃
三门,7日（明天）,小雨,13,3℃
三门,8日（后天）,小雨转多云,7,0℃
三门,11日（周四）,晴,9,-2℃
三门,12日（周五）,多云,10,0℃
三门,6日（今天）,小雨转中雨,8,2℃
三门,7日（明天）,小雨,13,3℃
三门,8日（后天）,小雨转多云,7,0℃
天台,6日（今天）,小雨转中雨,9,3℃
天台,7日（明天）,小雨,13,2℃
天台,8日（后天）,小雨转多云,6,-2℃
天台,10日（周三）,晴,7,-1℃
天台,11日（周四）,晴,9,-1℃
天台,12日（周五）,多云,10,1℃
天台,9日（周二）,晴,6,0℃
天台,10日（周三）,晴,7,-1℃
天台,11日（周四）,晴,9,-1℃
天台,12日（周五）,多云,10,1℃
天台,9日（周二）,晴,6,-1℃
天台,10日（周三）,晴,7,-2℃
天台,11日（周四）,晴,9,-2℃
天台,12日（周五）,多云,10,0℃
天台,6日（今天）,小雨转中雨,9,1℃
天台,7日（明天）,小雨,10,2℃
天台,8日（后天）,雨夹雪转多云,6,-2℃
天台,9日（周二）,晴,7,-2℃
天台,6日（今天）,小雨转中雨,9,2℃
天台,7日（明天）,小雨,10,2℃
天台,8日（后天）,雨夹雪转多云,7,-2℃
天台,9日（周二）,晴,6,-2℃
仙居,9日（周二）,晴,5,-2℃
仙居,10日（周三）,晴,6,-3℃
仙居,11日（周四）,晴,8,-3℃
仙居,12日（周五）,多云转阴,9,0℃
仙居,10日（周三）,晴,8,-3℃
仙居,11日（周四）,晴,8,-3℃
仙居,12日（周五）,晴转多云,9,-1℃
仙居,10日（周三）,晴,8,-3℃
仙居,11日（周四）,晴,8,-3℃
仙居,12日（周五）,晴转多云,9,0℃
温岭,6日（今天）,小雨转中雨,9,1℃
温岭,6日（今天）,小雨转中雨,8,1℃
温岭,7日（明天）,小雨,10,2℃
大陈,7日（明天）,小雨,10,2℃
大陈,8日（后天）,雨夹雪转多云,7,-2℃
大陈,9日（周二）,晴,6,-2℃
大陈,10日（周三）,晴,8,-3℃
大陈,11日（周四）,晴,8,-3℃
大陈,12日（周五）,晴转阴,9,0℃
大陈,8日（后天）,雨夹雪转多云,7,-2℃
大陈,9日（周二）,晴,7,-2℃
大陈,10日（周三）,晴,8,-3℃
大陈,11日（周四）,晴,8,-3℃
大陈,12日（周五）,晴转多云,9,0℃
大陈,6日（今天）,小雨转中雨,9,1℃
大陈,6日（今天）,小雨,11,5℃
大陈,7日（明天）,小雨,14,8℃
大陈,8日（后天）,小雨转阴,12,1℃
洪家,7日（明天）,小雨,10,2℃
洪家,8日（后天）,雨夹雪转多云,7,-2℃
洪家,9日（周二）,晴,6,-2℃
洪家,10日（周三）,晴,8,-3℃
洪家,11日（周四）,晴,8,-3℃
洪家,12日（周五）,晴转阴,9,0℃
洪家,9日（周二）,多云转晴,8,0℃
洪家,10日（周三）,晴,10,-1℃
洪家,11日（周四）,晴,9,-1℃
洪家,12日（周五）,晴转阴,9,1℃
青田,6日（今天）,小雨,12,7℃
青田,7日（明天）,小雨,14,10℃
青田,8日（后天）,小雨转阴,12,2℃
云和,9日（周二）,多云转晴,8,1℃
云和,10日（周三）,晴,10,1℃
云和,11日（周四）,晴,9,1℃
云和,12日（周五）,晴转阴,10,3℃
浦江,6日（今天）,小雨,11,4℃
兰溪,7日（明天）,小雨,14,4℃
兰溪,8日（后天）,小雨转阴,9,-1℃
兰溪,9日（周二）,多云转晴,7,-1℃
兰溪,10日（周三）,晴,8,-3℃
兰溪,11日（周四）,晴,8,-2℃
兰溪,12日（周五）,晴转多云,8,-1℃
兰溪,6日（今天）,小雨,11,3℃
兰溪,7日（明天）,小雨,14,6℃
兰溪,8日（后天）,小雨转阴,10,-1℃
兰溪,9日（周二）,多云转晴,6,-1℃
兰溪,6日（今天）,小雨,10,1℃
义乌,10日（周三）,晴,8,-3℃
义乌,11日（周四）,晴,8,-2℃
义乌,12日（周五）,晴转阴,8,0℃
义乌,7日（明天）,小雨,14,3℃
义乌,8日（后天）,小雨转阴,10,-2℃
义乌,9日（周二）,多云转晴,6,-2℃
义乌,10日（周三）,晴,7,-4℃
义乌,11日（周四）,晴,7,-4℃
义乌,12日（周五）,晴转多云,8,-1℃
义乌,6日（今天）,小雨,11,6℃
义乌,7日（明天）,小雨,14,8℃
义乌,8日（后天）,小雨转阴,11,1℃
东阳,6日（今天）,小雨,7,4℃
东阳,7日（明天）,中雨,12,6℃
东阳,9日（周二）,多云转晴,8,0℃
东阳,10日（周三）,晴,10,-1℃
东阳,11日（周四）,晴,9,-1℃
东阳,12日（周五）,晴转阴,9,0℃
东阳,6日（今天）,小雨转中雨,10,7℃
东阳,7日（明天）,小雨,10,8℃
东阳,8日（后天）,小雨转阴,9,4℃
东阳,9日（周二）,晴,9,4℃
东阳,6日（今天）,小雨转中雨,13,7℃
东阳,7日（明天）,中雨转小雨,14,9℃
东阳,8日（后天）,小雨转多云,12,5℃
东阳,6日（今天）,小雨,10,6℃
东阳,7日（明天）,小雨转中雨,12,7℃
东阳,8日（后天）,小雨,11,4℃
东阳,9日（周二）,晴,12,1℃
东阳,6日（今天）,小雨转中雨,11,6℃
东阳,7日（明天）,小雨转中雨,14,10℃
东阳,8日（后天）,多云,11,5℃
东阳,9日（周二）,晴,10,4℃
东阳,6日（今天）,小雨转中雨,12,7℃
东阳,7日（明天）,中雨,14,9℃
东阳,8日（后天）,中雨转小雨,12,5℃
东阳,9日（周二）,晴,11,2℃
东阳,10日（周三）,晴,12,2℃
武义,8日（后天）,小雨,10,1℃
武义,9日（周二）,晴,10,-2℃
武义,10日（周三）,晴,11,-3℃
武义,11日（周四）,晴,10,-2℃
武义,12日（周五）,晴转多云,10,0℃
武义,27日（今天）,晴,20,9℃
武义,28日（明天）,多云转阴,19,12℃
武义,29日（后天）,阴转小雨,21,11℃
武义,30日（周四）,小雨,16,11℃
武义,31日（周五）,小雨,13,9℃
武义,6日（今天）,中雨,10,6℃
武义,7日（明天）,中雨,14,9℃
武义,8日（后天）,小雨转多云,11,4℃
武义,10日（周三）,晴,9,4℃
武义,11日（周四）,晴,9,4℃
武义,12日（周五）,晴转阴,11,6℃
武义,9日（周二）,晴,11,3℃
武义,10日（周三）,晴,11,1℃
武义,11日（周四）,晴,12,1℃
武义,12日（周五）,晴转多云,11,3℃
武义,10日（周三）,晴,12,0℃
武义,11日（周四）,晴,12,-1℃
武义,12日（周五）,晴转阴,6,0℃
武义,10日（周三）,晴,10,3℃
武义,11日（周四）,晴,8,3℃
武义,12日（周五）,晴转多云,9,4℃
武义,11日（周四）,晴,11,2℃
武义,12日（周五）,晴转阴,11,5℃
永康,6日（今天）,小雨,10,7℃
永康,7日（明天）,小雨转中雨,13,9℃
永康,8日（后天）,小雨转多云,11,2℃
永康,1日（周六）,多云转晴,16,7℃
永康,2日（周日）,晴,17,6℃
永康,9日（周二）,晴,11,3℃
永康,10日（周三）,晴,12,2℃
永康,11日（周四）,晴,11,3℃
永康,12日（周五）,晴转阴,11,4℃
永康,6日（今天）,小雨,12,8℃
永康,7日（明天）,小雨转中雨,16,9℃
永康,8日（后天）,中雨,15,8℃
永康,9日（周二）,阴,12,5℃
永康,10日（周三）,晴,12,3℃
永康,6日（今天）,小雨,10,7℃
永康,7日（明天）,中雨,11,6℃
永康,8日（后天）,小雨转多云,8,1℃
永康,6日（今天）,小雨,10,6℃
永康,7日（明天）,中雨,11,6℃
永康,8日（后天）,小雨转多云,9,1℃
永康,6日（今天）,小雨转中雨,10,7℃
永康,7日（明天）,中雨,15,8℃
磐安,9日（周二）,晴,14,2℃
磐安,10日（周三）,晴,14,2℃
磐安,11日（周四）,晴,13,0℃
磐安,12日（周五）,晴转阴,7,0℃
磐安,11日（周四）,晴,12,1℃
磐安,12日（周五）,晴转阴,8,1℃
磐安,9日（周二）,多云转晴,9,-1℃
磐安,10日（周三）,晴,11,-3℃
磐安,11日（周四）,晴,11,-3℃
磐安,12日（周五）,晴转阴,13,0℃
磐安,9日（周二）,多云转晴,8,-1℃
磐安,10日（周三）,晴,11,-3℃
磐安,11日（周四）,晴,11,-3℃
磐安,12日（周五）,晴转多云,13,0℃
磐安,8日（后天）,小雨转多云,9,1℃
磐安,9日（周二）,多云转晴,9,-1℃
磐安,10日（周三）,晴,11,-3℃
磐安,11日（周四）,晴,11,-3℃
磐安,12日（周五）,晴转阴,13,0℃
衢州,6日（今天）,小雨,13,3℃
衢州,6日（今天）,小雨,10,7℃
衢州,6日（今天）,小雨,9,5℃
常山,7日（明天）,小雨,14,3℃
常山,8日（后天）,小雨转阴,7,-1℃
常山,9日（周二）,多云转晴,7,-1℃
常山,10日（周三）,晴转多云,9,-2℃
常山,11日（周四）,晴转多云,9,-2℃
常山,12日（周五）,晴转多云,10,-1℃
常山,7日（明天）,中雨,11,6℃
常山,8日（后天）,小雨转多云,9,1℃
常山,9日（周二）,多云转晴,9,-1℃
常山,10日（周三）,晴,11,-3℃
常山,11日（周四）,晴,11,-3℃
常山,12日（周五）,晴转多云,13,0℃
常山,7日（明天）,中雨,10,4℃
常山,8日（后天）,小雨转多云,8,1℃
常山,9日（周二）,多云转晴,9,-1℃
常山,10日（周三）,晴,11,-3℃
常山,11日（周四）,晴,11,-3℃
常山,12日（周五）,晴转阴,13,0℃
常山,6日（今天）,小雨,10,2℃
常山,7日（明天）,小雨,14,1℃
常山,8日（后天）,小雨转阴,6,-3℃
常山,9日（周二）,多云转晴,7,-3℃
常山,6日（今天）,小雨,11,8℃
常山,7日（明天）,中雨,12,8℃
常山,8日（后天）,小雨转多云,10,1℃
常山,6日（今天）,小雨,9,2℃
常山,7日（明天）,小雨,14,2℃
常山,8日（后天）,小雨转阴,6,-2℃
常山,6日（今天）,小雨,11,8℃
常山,7日（明天）,中雨,11,6℃
开化,10日（周三）,晴转多云,9,-4℃
开化,11日（周四）,晴转多云,9,-4℃
开化,12日（周五）,晴转阴,10,-1℃
开化,9日（周二）,多云转晴,8,-1℃
开化,10日（周三）,晴,11,-3℃
开化,11日（周四）,晴,11,-3℃
开化,12日（周五）,晴,13,0℃
开化,9日（周二）,多云转晴,7,-2℃
开化,10日（周三）,晴转多云,9,-3℃
开化,11日（周四）,晴转多云,9,-3℃
开化,12日（周五）,晴转阴,10,-1℃
开化,8日（后天）,小雨转多云,9,1℃
开化,9日（周二）,多云转晴,8,0℃
开化,10日（周三）,晴,11,-2℃
开化,11日（周四）,晴,11,-2℃
开化,12日（周五）,晴转多云,13,0℃
开化,6日（今天）,小雨,9,2℃
开化,7日（明天）,小雨,14,5℃
开化,8日（后天）,小雨转阴,7,0℃
龙游,6日（今天）,小雨,13,3℃
龙游,7日（明天）,小雨,14,4℃
龙游,9日（周二）,多云转晴,7,-1℃
龙游,10日（周三）,晴转多云,9,-2℃
龙游,11日（周四）,晴转多云,9,-2℃
龙游,12日（周五）,晴转阴,10,0℃
江山,8日（后天）,小雨转阴,6,-1℃
江山,9日（周二）,多云转晴,7,-1℃
江山,10日（周三）,晴转多云,9,-2℃
江山,11日（周四）,晴转多云,9,-2℃
江山,12日（周五）,晴转阴,10,0℃
江山,6日（今天）,小雨,13,2℃
江山,7日（明天）,小雨,14,4℃
江山,8日（后天）,小雨转阴,9,-2℃
江山,6日（今天）,小雨,14,3℃
江山,7日（明天）,小雨,15,4℃
舟山,9日（周二）,多云转晴,7,-2℃
舟山,10日（周三）,晴转多云,9,-3℃
舟山,11日（周四）,晴转多云,9,-3℃
舟山,12日（周五）,晴转多云,10,-1℃
舟山,8日（后天）,小雨转阴,10,-1℃
舟山,9日（周二）,多云转晴,8,-1℃
舟山,10日（周三）,晴转多云,10,-2℃
舟山,11日（周四）,晴转多云,10,-2℃
舟山,12日（周五）,晴转阴,11,0℃
嵊山,6日（今天）,小雨,8,1℃
嵊山,7日（明天）,小雨,13,1℃
嵊山,8日（后天）,小雨转阴,7,-4℃
岱山,9日（周二）,多云转晴,6,-4℃
岱山,10日（周三）,晴转多云,8,-5℃
岱山,11日（周四）,晴转多云,8,-5℃
岱山,12日（周五）,晴转阴,9,-2℃
定海,6日（今天）,中雨转小雨,7,3℃
合肥,7日（明天）,小雨转中雨,12,4℃
合肥,8日（后天）,小雨转阴,9,0℃
合肥,9日（周二）,多云转晴,9,-1℃
合肥,10日（周三）,晴,9,-1℃
合肥,11日（周四）,晴,10,0℃
合肥,12日（周五）,晴转多云,10,-1℃
芜湖,6日（今天）,小雨,7,2℃
繁昌,7日（明天）,小雨,12,4℃
繁昌,8日（后天）,小雨转阴,7,0℃
繁昌,9日（周二）,多云转晴,9,-1℃
繁昌,10日（周三）,晴,9,-1℃
繁昌,11日（周四）,晴,10,-1℃
繁昌,12日（周五）,晴转多云,10,-1℃
繁昌,6日（今天）,小雨,11,3℃
芜湖,6日（今天）,中雨转小雨,12,2℃
芜湖,7日（明天）,小雨,12,4℃
芜湖,7日（明天）,小雨,12,3℃
芜湖,8日（后天）,小雨转阴,9,-2℃
芜湖,9日（周二）,多云转晴,8,-2℃
芜湖,10日（周三）,晴,8,-2℃
芜湖,11日（周四）,晴,9,-2℃
芜湖,12日（周五）,晴转多云,9,0℃
芜湖,6日（今天）,小雨转小到中雨,12,6℃
芜湖,7日（明天）,中雨转小到中雨,14,4℃
芜湖,8日（后天）,小雨转多云,7,1℃
芜湖,9日（周二）,多云转晴,6,0℃
南陵,8日（后天）,小雨转阴,8,0℃
南陵,9日（周二）,多云转晴,10,0℃
南陵,10日（周三）,晴,10,0℃
南陵,11日（周四）,晴,11,0℃
南陵,12日（周五）,晴转多云,11,0℃
南陵,6日（今天）,小雨,11,2℃
南陵,7日（明天）,小雨转中雨,11,4℃
南陵,8日（后天）,小雨转阴,9,0℃
南陵,9日（周二）,多云转晴,9,-1℃
南陵,6日（今天）,小雨转小到中雨,12,6℃
南陵,7日（明天）,中雨转小到中雨,14,4℃
南陵,8日（后天）,小雨转多云,7,1℃
南陵,9日（周二）,多云转晴,6,0℃
南陵,10日（周三）,晴,6,-1℃
南陵,11日（周四）,晴,7,-3℃
南陵,12日（周五）,晴转阴,9,0℃
南陵,6日（今天）,阴转小到中雨,13,6℃
南陵,7日（明天）,中雨转小雨,14,4℃
南陵,8日（后天）,小雨转多云,6,2℃
南陵,6日（今天）,小雪转雨夹雪,1,-4℃
南陵,7日（明天）,中雪转晴,2,-5℃
南陵,8日（后天）,晴,4,-7℃
南陵,9日（周二）,多云转晴,2,-8℃
南陵,10日（周三）,晴,1,-9℃
南陵,6日（今天）,阴转小到中雨,11,6℃
南陵,7日（明天）,中到大雨转小雨,13,4℃
南陵,8日（后天）,小雨转多云,6,2℃
南陵,9日（周二）,多云转晴,5,1℃
淮南,10日（周三）,晴,9,0℃
淮南,11日（周四）,晴,10,-1℃
淮南,12日（周五）,晴转多云,10,-1℃
淮南,10日（周三）,晴,6,-1℃
淮南,11日（周四）,晴,7,-3℃
淮南,12日（周五）,晴转阴,9,0℃
淮南,6日（今天）,雨夹雪,3,-4℃
淮南,9日（周二）,多云转晴,6,1℃
淮南,10日（周三）,晴,5,1℃
淮南,11日（周四）,晴,6,1℃
淮南,12日（周五）,晴转雨,9,4℃
淮南,6日（今天）,小雪转中雪,3,-3℃
淮南,7日（明天）,大雪转多云,2,-6℃
淮南,8日（后天）,晴转多云,3,-7℃
淮南,11日（周四）,晴转多云,2,-9℃
淮南,12日（周五）,多云转晴,5,-7℃
淮南,10日（周三）,晴,4,1℃
淮南,11日（周四）,晴,5,1℃
淮南,12日（周五）,晴转雨,9,3℃
淮南,6日（今天）,小雨转小到中雨,11,6℃
淮南,7日（明天）,中雨转小到中雨,13,4℃
淮南,8日（后天）,小雨转多云,7,1℃
淮南,9日（周二）,多云转晴,6,1℃
凤台,6日（今天）,雨夹雪,2,-4℃
凤台,7日（明天）,雨夹雪转多云,2,-5℃
凤台,8日（后天）,晴转多云,5,-6℃
凤台,7日（明天）,雨夹雪转多云,2,-4℃
凤台,8日（后天）,多云,4,-6℃
凤台,9日（周二）,多云转晴,2,-8℃
凤台,10日（周三）,晴,2,-9℃
凤台,11日（周四）,晴转多云,3,-9℃
凤台,12日（周五）,多云,6,-7℃
凤台,9日（周二）,多云转晴,1,-8℃
凤台,10日（周三）,晴,1,-10℃
凤台,11日（周四）,晴转多云,1,-9℃
凤台,12日（周五）,多云转晴,5,-7℃
凤台,6日（今天）,小雪转中雪,3,-7℃
凤台,7日（明天）,大雪转多云,2,-6℃
凤台,8日（后天）,晴转多云,1,-9℃
凤台,6日（今天）,小雪转中雪,2,-9℃
凤台,7日（明天）,大雪转多云,2,-7℃
凤台,8日（后天）,晴转多云,2,-10℃
凤台,9日（周二）,多云转晴,1,-12℃
凤台,6日（今天）,雨夹雪,2,-4℃
凤台,7日（明天）,雨夹雪转多云,2,-5℃
凤台,8日（后天）,晴转多云,5,-7℃
凤台,9日（周二）,多云转晴,3,-10℃
凤台,10日（周三）,晴,6,1℃
凤台,11日（周四）,晴,7,0℃
凤台,12日（周五）,晴转阴,9,2℃
马鞍山,9日（周二）,多云转晴,2,-8℃
马鞍山,10日（周三）,晴,4,-9℃
马鞍山,11日（周四）,晴转多云,3,-11℃
马鞍山,12日（周五）,多云,6,-9℃
马鞍山,6日（今天）,小雪转大雪,3,-6℃
马鞍山,9日（周二）,多云转晴,1,-10℃
马鞍山,10日（周三）,晴,1,-12℃
马鞍山,11日（周四）,晴转多云,1,-12℃
马鞍山,12日（周五）,多云转晴,5,-9℃
马鞍山,10日（周三）,晴,1,-15℃
马鞍山,11日（周四）,晴转多云,3,-14℃
马鞍山,12日（周五）,多云转晴,5,-10℃
马鞍山,10日（周三）,晴,3,-10℃
马鞍山,11日（周四）,晴转多云,4,-13℃
马鞍山,12日（周五）,多云,5,-12℃
当涂,7日（明天）,大雪转晴,2,-6℃
当涂,8日（后天）,晴,3,-8℃
当涂,9日（周二）,多云转晴,1,-10℃
当涂,10日（周三）,晴,0,-10℃
当涂,11日（周四）,晴转多云,1,-11℃
当涂,12日（周五）,多云转晴,4,-9℃
当涂,6日（今天）,小雨,5,0℃
当涂,6日（今天）,小雨,5,0℃
当涂,7日（明天）,雨夹雪转多云,3,-3℃
安庆,7日（明天）,雨夹雪转多云,3,-2℃
安庆,8日（后天）,阴转多云,5,-2℃
安庆,9日（周二）,多云,3,-4℃
安庆,10日（周三）,晴,3,-5℃
安庆,11日（周四）,晴转多云,5,-6℃
安庆,12日（周五）,多云,7,-5℃
安庆,8日（后天）,阴转多云,5,-5℃
安庆,9日（周二）,多云,4,-6℃
安庆,10日（周三）,晴,4,-6℃
安庆,11日（周四）,晴转多云,5,-8℃
安庆,12日（周五）,多云,8,-6℃
安庆,6日（今天）,小雨,5,0℃
安庆,7日（明天）,小雨转多云,4,-2℃
枞阳,8日（后天）,阴转多云,5,-3℃
枞阳,9日（周二）,多云,3,-5℃
枞阳,10日（周三）,晴,3,-4℃
枞阳,11日（周四）,晴转多云,5,-6℃
枞阳,12日（周五）,多云,7,-5℃
太湖,6日（今天）,小雨,5,0℃
潜山,7日（明天）,小雨转小雪,4,-3℃
潜山,8日（后天）,阴转多云,5,-4℃
潜山,9日（周二）,多云,4,-5℃
潜山,10日（周三）,晴,5,-5℃
潜山,11日（周四）,晴,6,-6℃
潜山,12日（周五）,多云,8,-4℃
宿松,6日（今天）,小雪转中雪,1,-5℃
宿松,7日（明天）,中雪转晴,1,-8℃
宿松,8日（后天）,晴,2,-7℃
望江,9日（周二）,多云转晴,2,-9℃
望江,10日（周三）,晴,1,-8℃
望江,11日（周四）,晴转多云,2,-7℃
望江,12日（周五）,多云转晴,5,-6℃
桐城,6日（今天）,小雪转中雪,1,-3℃
宿州,7日（明天）,中雪转多云,1,-7℃
宿州,8日（后天）,晴转多云,3,-7℃
宿州,9日（周二）,多云转晴,2,-9℃
宿州,10日（周三）,晴,1,-8℃
宿州,11日（周四）,晴转多云,2,-7℃
宿州,12日（周五）,多云,5,-6℃
灵璧,6日（今天）,小雨,5,-2℃
泗县,7日（明天）,雨夹雪转多云,4,-2℃
泗县,8日（后天）,多云,6,-2℃
泗县,9日（周二）,多云,3,-5℃
泗县,10日（周三）,晴,2,-4℃
泗县,11日（周四）,晴转多云,3,-5℃
泗县,12日（周五）,多云转晴,7,-4℃
萧县,6日（今天）,小雨转中雨,3,-1℃
萧县,7日（明天）,小雨转小雪,3,-1℃
萧县,6日（今天）,小雨,5,-2℃
萧县,7日（明天）,雨夹雪转多云,4,-1℃
萧县,8日（后天）,多云,5,-2℃
阜阳,8日（后天）,阴转多云,4,-3℃
阜阳,9日（周二）,多云,4,-5℃
阜阳,10日（周三）,晴,4,-3℃
阜阳,11日（周四）,晴,6,-3℃
阜阳,12日（周五）,多云,8,-2℃
阜阳,9日（周二）,多云转晴,3,-3℃
阜阳,10日（周三）,晴,3,-3℃
阜阳,11日（周四）,晴转多云,4,-4℃
阜阳,12日（周五）,多云转晴,6,-2℃
阜南,6日（今天）,小雨转中雨,3,0℃
阜南,7日（明天）,小雨转小雪,4,0℃
阜南,27日（今天）,多云,22,10℃
阜南,28日（明天）,阴,22,9℃
阜南,29日（后天）,多云转小雨,19,10℃
阜南,30日（周四）,小雨转中雨,17,9℃
阜南,6日（今天）,小雨转中雨,3,-1℃
颍上,8日（后天）,多云,5,-2℃
颍上,9日（周二）,多云,5,-3℃
颍上,10日（周三）,晴,6,-2℃
颍上,11日（周四）,晴,8,0℃
颍上,12日（周五）,多云,10,-1℃
颍上,6日（今天）,雨夹雪转中雨,3,0℃
颍上,7日（明天）,小雨转小雪,3,0℃
颍上,8日（后天）,多云,5,-4℃
颍上,9日（周二）,多云,6,-5℃
颍上,10日（周三）,晴,6,-3℃
颍上,11日（周四）,晴,7,-3℃
颍上,31日（周五）,小雨转阴,15,6℃
颍上,1日（周六）,多云,16,9℃
颍上,2日（周日）,多云,19,11℃
颍上,7日（明天）,小雨转小雪,3,-1℃
颍上,8日（后天）,多云,5,-3℃
颍上,9日（周二）,多云,5,-4℃
颍上,10日（周三）,晴,6,-3℃
颍上,11日（周四）,晴,7,-3℃
颍上,12日（周五）,多云,9,-2℃
颍上,6日（今天）,中雨,3,1℃
颍上,7日（明天）,小雨转小雪,4,0℃
颍上,8日（后天）,阴转多云,5,-3℃
颍上,9日（周二）,多云,7,-4℃
颍上,10日（周三）,多云转晴,7,-3℃
